Epoch,Train Loss,Val Loss,Train RoC,Val RoC
0,0,0.0,0.0,0.0,0.0
1,0,0.0010852173120210267,0.025805818298716813,0.8059288383901781,0.7864056837251912
2,1,0.0007522882660877723,0.0010325685264122961,0.884297816135472,0.8687026609929167
3,2,0.0006675288655773765,0.000884386885115987,0.9119131439834142,0.8643893270573478
4,3,0.0006392776071843054,0.0006411643894752602,0.9191867146975813,0.9245882876834713
5,4,0.0006107635049516058,0.0006518418042549797,0.9276005379435452,0.9199201785695098
6,5,0.000603717610364742,0.0007028806274010205,0.9298857755740833,0.9072727916687725
7,6,0.0005904761571736255,0.0006361077612017974,0.9328962474540309,0.9272551305107052
8,7,0.0005853208314735837,0.0007763137929270869,0.9343387009584587,0.9331633808343405
9,8,0.0005952677268141362,0.0006927517443261163,0.9325477584335862,0.9202072619275493
10,9,0.0005704876075371872,0.0005717300351026601,0.9369393629104426,0.9401467412218513
11,10,0.0005551394932854564,0.0006216514667342271,0.9401149634149797,0.9405679745660223
12,11,0.0005524199189223722,0.0006817037968381444,0.9417403622666111,0.9236390501814865
13,12,0.0005486367989672284,0.000694940530334669,0.9422828207313765,0.9150220525703989
14,13,0.0005446556793980412,0.0005938033524404763,0.9432420740892212,0.9378105576158472
15,14,0.0005466083924137433,0.0010273009862436491,0.9436155672601525,0.8720527096824772
16,15,0.0005405977664586592,0.0006319448377301806,0.9439988773440126,0.9273201958406738
17,16,0.0005400165378639315,0.0006391796937836484,0.9451569491292077,0.9348748178867179
18,17,0.0005247787576215326,0.0006678884038864388,0.9474588595677825,0.9290922809437379
19,18,0.0005181327941442711,0.0005678498310502362,0.9486572948343652,0.9459759182668028
20,19,0.0005115926794481724,0.0005976208325305295,0.9504404273583875,0.9336284288135546
21,20,0.0005017708885585281,0.0005658424209515823,0.9520221094392187,0.9423672796603391
22,21,0.000490967985100273,0.0005637798539035012,0.9537383609222584,0.9455749805301452
23,22,0.0004900773184222538,0.0005364130338216134,0.9545052316376401,0.9466551445982445
24,23,0.00048355212774156195,0.0005335023799459875,0.9557329328957438,0.9480456722800602
25,24,0.00047547491751022056,0.0005160752926182059,0.9563641636870897,0.951482832900692
26,25,0.000473990322459437,0.0005220021368331901,0.9575479937965412,0.949673260616692
27,26,0.00047247129034962306,0.0005219513861840448,0.9571557728205895,0.9481298393582768
28,27,0.00046645511838042683,0.0005049792530920241,0.9589887516753793,0.9517909679771129
29,28,0.00046331729772149794,0.0005825025872167866,0.9591539840621317,0.9534834624624781
30,29,0.00045650334546809974,0.0005116878746079575,0.9601565163650646,0.9523943842451965
31,30,0.00045719874482827016,0.0005202386182400821,0.9603166897136772,0.9509776712501578
32,31,0.00045094996032837907,0.0004963416532061758,0.9611342824112504,0.9539151619728763
33,32,0.00044972833237155323,0.0005034438597816377,0.9617829275304808,0.9525384034679223
34,33,0.00045045842111528705,0.0005155686044533565,0.9618726792706481,0.9521768232917167
35,34,0.00043818544618538677,0.000495375810901192,0.9632534221267497,0.9542111196847893
36,35,0.00043889894205584724,0.0005022988279252804,0.9628342533578449,0.954871801402307
37,36,0.00043685743701697466,0.0004948009749903509,0.9637681760940076,0.955074240138424
38,37,0.0004409696209379094,0.0005077823047961781,0.963918405990468,0.9518719912259301
39,38,0.0004316932364133848,0.0004904898028753649,0.9645030905939853,0.9557048366024516
40,39,0.00043211766300426123,0.000504629799076509,0.9646082446883896,0.9531318709087936
41,40,0.0004299886109086839,0.0004963454937274893,0.965019547779186,0.9558991968908721
42,41,0.00042523787316123436,0.0004999966411439402,0.9657287495090279,0.9547645132496492
43,42,0.0004257337348852854,0.0004991731597993621,0.9652694753987504,0.954398038250455
44,43,0.00042648821493518693,0.0004926669942442744,0.9658148189578026,0.9556297030593439
45,44,0.00041884686627968656,0.0004912645896364546,0.9664085511157723,0.9557738416679964
46,45,0.0004211602505851934,0.0004926191560100072,0.9658937414712563,0.9557121589392799
47,46,0.0004195703570734855,0.0004963048818073417,0.9667292394688997,0.9549741947319766
48,47,0.00042379452840915423,0.0005029038412489015,0.9659610856457954,0.9555006866680542
49,48,0.0004192444416015552,0.0004961423366395271,0.9664347523273094,0.9551204424919981
50,49,0.0004197653311632453,0.00048610790831818087,0.9667241500613463,0.9568062513654765
51,50,0.0004191258266454015,0.0004927350999781558,0.966642388007726,0.9555057804675869
52,51,0.0004204857515515186,0.0005009904662474598,0.9666211876262862,0.9538450426386836
53,52,0.0004169341401746428,0.000491150210948214,0.966680499090942,0.9566122890301446
54,53,0.0004169967731407335,0.0005038792395306112,0.9670327083645464,0.9554184695599715
55,54,0.00042175000412414046,0.0004941602951771821,0.9667359536400779,0.9548727564897195
56,55,0.0004155605370420473,0.0004953363284991159,0.9668728083406557,0.955803051424692
57,56,0.0004156497589499847,0.0004990890341203875,0.9672642017500881,0.9553383616032576
58,57,0.00041650334006857576,0.0004968295232869644,0.9668404927538579,0.9550761901085576
59,58,0.00041840053227276756,0.0004960284089295411,0.9665103114282128,0.9546222848158213
60,59,0.0004111483369811118,0.0004930258767221096,0.9678331423434658,0.9563866496289684
