Epoch,Train Loss,Val Loss,Train RoC,Val RoC
0,0,0.0,0.0,0.0,0.0
1,0,0.004065438049327063,0.0017744636483718016,0.7898975954122799,0.8561940459369807
2,1,0.0032175541168142424,0.0022218657657790504,0.8590061175858148,0.8780463550278611
3,2,0.0031236308040810574,0.0016577586383434498,0.8713142382461073,0.8712056762508922
4,3,0.002943384638087328,0.00145811808378514,0.8887150285358343,0.9068568060254645
5,4,0.0027354614589882678,0.002005036014889126,0.9063552437770471,0.9177793004062669
6,5,0.0026166995718191074,0.001273517804511414,0.9155986584318587,0.9306504664401193
7,6,0.0025535765158795506,0.001293687257266237,0.9204403128822866,0.9320254495188968
8,7,0.0025199403765835907,0.0012453429822993785,0.9228076619648932,0.9384164348374695
9,8,0.0024727297649033125,0.00148330259285138,0.9263678120254426,0.9309029614898874
10,9,0.002451664253036167,0.001162039934463054,0.9271301297444772,0.9358790960902459
11,10,0.002423457239216429,0.0013271524570816872,0.9291874090097737,0.9325593830741824
12,11,0.0024055267205631294,0.0013720813570811572,0.9304781369998762,0.9358775194039405
13,12,0.002359217755643256,0.001315290293065703,0.9332018890488479,0.9410323826590635
14,13,0.0023365817784954976,0.001143368499948197,0.9347360326376365,0.9418022560579103
15,14,0.002324256895116626,0.0010972527849180062,0.9354802709897909,0.9441090607431913
16,15,0.002319657624878209,0.001101226294749385,0.935350779693344,0.9438642238840496
17,16,0.0023070084056449696,0.0012524363502090523,0.9365827445358947,0.9412539070849751
18,17,0.002256466100174793,0.001149371419634645,0.939117881247556,0.941874558387059
19,18,0.002238092709035937,0.0012040353539210726,0.9401788798238041,0.940631453855685
20,19,0.0022177102483324257,0.0010924574083639473,0.9415008389659064,0.9470666990112601
21,20,0.0021703866234810553,0.001092817554295901,0.9441883489980464,0.947414245721155
22,21,0.0021663672602287238,0.0010792507709618134,0.9440239204528956,0.9479854566455188
23,22,0.0021248655959019654,0.0010796337374590279,0.946388507313614,0.9486842665401714
24,23,0.0021156758323260987,0.0010471442523522431,0.9468993934382822,0.9495292577794265
25,24,0.002094834306894759,0.0010638928727865356,0.9479212697914585,0.9492227049134725
26,25,0.002075708157357791,0.0010252073612819273,0.9493319254052403,0.9513736428954177
27,26,0.00204289610643347,0.0010447864429701666,0.9507749364924936,0.9523907181828645
28,27,0.0020398369188222585,0.0010157487579259671,0.9510399362873395,0.9524340770562636
29,28,0.002008195859031866,0.0010273334585662688,0.9523381736344338,0.9539787791537744
30,29,0.0020242432992486443,0.001009864470516991,0.951634140185287,0.9531367160462294
31,30,0.0019888513581824297,0.0010127361065494283,0.953131167284988,0.9515622821498163
32,31,0.001965619695930715,0.0010315276526577614,0.9544970513073139,0.954406511624345
33,32,0.0019602082744141205,0.0010255474360965958,0.9544226795240184,0.9529254400813029
34,33,0.001950481570199719,0.0010314980696862252,0.9550268496295818,0.9535860716432742
35,34,0.00192924888344413,0.0010295131123431865,0.9562835217834925,0.9527830878320134
36,35,0.0019191671397867378,0.0010185852156086009,0.9562857496056685,0.951951948908156
37,36,0.0019212877164952603,0.0010399282051075855,0.9562567601563569,0.951826264485524
38,37,0.0019264229621838186,0.0010154239163156944,0.9564175589476195,0.9538655956011353
39,38,0.0019113682930433505,0.0009967325547780652,0.9573689361803485,0.95373315395148
40,39,0.0019250509078110906,0.0010720344747024288,0.9559793650642947,0.9509515414473665
41,40,0.0018884282069547213,0.001023422601369163,0.9581727358094945,0.9533197242781086
42,41,0.0018787774134400212,0.001010300538362844,0.9585522290075716,0.9525378004910702
43,42,0.001902780612390242,0.0010209122804560485,0.9573685197649886,0.9541682067513257
44,43,0.0018982790790609534,0.0010390190291416214,0.9575283677411794,0.9534853889606282
45,44,0.0018727707454759405,0.0010135486789147614,0.9584586812969483,0.9542910756626982
46,45,0.0018772824747171559,0.001011661154725794,0.9584294211776525,0.9543929971702985
47,46,0.001870568331503921,0.0010446017703875658,0.9593446327363659,0.9533449512589951
48,47,0.0018595171237653458,0.0010482985367648494,0.9593131933766861,0.9545811859428956
49,48,0.00186267611042374,0.0010443239441430842,0.9595846684303799,0.9534852763401777
50,49,0.00186714554750722,0.0010273943065288859,0.9591762274245271,0.9532987768743365
51,50,0.0018696566301066985,0.0010430495846584563,0.9588573920638895,0.95293039538112
52,51,0.0018487562472658098,0.0010186225265540682,0.9595107408234687,0.9540759706024585
53,52,0.001861936604109052,0.0010247572878524696,0.9589375520206889,0.9538717897259066
54,53,0.0018480102734497188,0.0010368361811291993,0.9596242070688117,0.9553536496121013
55,54,0.0018577066440041748,0.0010494062861207266,0.9590795635389598,0.9519379839723081
56,55,0.0018491704123233782,0.0010340872885729296,0.9598457539208421,0.953138405352985
57,56,0.0018521034445629556,0.0010447213441411975,0.9596061762837238,0.9528765628058349
58,57,0.0018489475020576124,0.001013129381747272,0.9596660706930035,0.9546903151593207
59,58,0.0018677274836254195,0.0010363064789030813,0.9593559661744138,0.9523606485226112
60,59,0.001851847552186576,0.0010393733336345745,0.9597918142512105,0.9533535104132247
