Epoch,Train Loss,Val Loss,Train RoC,Val RoC
0,0,0.0,0.0,0.0,0.0
1,0,0.003728604331093646,0.0030820663746420835,0.8163813198749591,0.88863517610817
2,1,0.0028001058538134273,0.0027085973690707745,0.8996306674387247,0.9116982289893701
3,2,0.002589998043903276,0.0026122948126137955,0.9162889285265975,0.9280771026149897
4,3,0.0025061750654480053,0.002581273153571464,0.9216229844832542,0.9325888957557905
5,4,0.0024545796057278456,0.0026741812056545744,0.9255059189987002,0.9183338977634639
6,5,0.0024168408961173383,0.0023634834029572114,0.928312558967278,0.9368884207191889
7,6,0.0023596381858496263,0.002406745740587617,0.9318525418186825,0.9365143448160045
8,7,0.0023372429397275816,0.0022672667020185366,0.9333057005413854,0.939859299706032
9,8,0.002302120217787747,0.002411414174170997,0.9354283808243473,0.9368580966938456
10,9,0.0022529342946865615,0.0022723567561810576,0.9383731788475009,0.9455618878735337
11,10,0.002236070331181125,0.0025150470659699125,0.9392836538656215,0.9395446381989598
12,11,0.0022305298739781197,0.0023346776829789393,0.9394188458408076,0.939652961029648
13,12,0.002197142107191013,0.0025815926443171194,0.9415911421531509,0.9351714123235724
14,13,0.0021996517749382715,0.0023513454577441827,0.941249298972704,0.9429441126621111
15,14,0.002181604292114959,0.002218774146255503,0.9419754291198135,0.9455573910036337
16,15,0.002135443295081006,0.0022656857134385933,0.9448975285371256,0.9412691281126397
17,16,0.002122272266968457,0.0021628014160119764,0.9453966144177779,0.9445172212209281
18,17,0.0020941871153200542,0.002230801817341713,0.9470184600480241,0.9470932113580587
19,18,0.0020666087811589775,0.0022097395679519603,0.948218423908422,0.949272919809667
20,19,0.002035792885082276,0.0020849378999952856,0.9497441022598894,0.9496992867486795
21,20,0.0020036295270997643,0.0020610015488894263,0.951279058467195,0.9507168130006499
22,21,0.001999241095171779,0.0019998734888931383,0.9513720496114739,0.9532062881363419
23,22,0.001960210013257694,0.0020402275638848003,0.9533584800513446,0.9525134120139649
24,23,0.001912529512260248,0.00211132089389754,0.9558871361238102,0.9531545940301465
25,24,0.001901305109866772,0.0020861489380759406,0.9560528797290239,0.9522026106518511
26,25,0.0018847327988094178,0.002027512246067535,0.9568726995169239,0.9535211884152672
27,26,0.0018685520386210192,0.0020016200878619,0.9575991966277803,0.9545988453789089
28,27,0.0018377556163734353,0.001959625206932739,0.9590559541259885,0.9542108411176274
29,28,0.0018293605294350613,0.001952243766699925,0.9590819807133978,0.9546539618816654
30,29,0.0018059030828893464,0.0020183583544519,0.9600668683870601,0.9549384983399386
31,30,0.001796871145497163,0.002001948190585168,0.9606114678954805,0.9539466400621761
32,31,0.0017700687285120583,0.0019835333985845204,0.961655775857531,0.9541172027559048
33,32,0.0017715117375566472,0.0019678585949372287,0.9618363422673399,0.9547113069217175
34,33,0.0017544508036629446,0.001982788028943214,0.9623526678517487,0.9544268500540619
35,34,0.0017368648471885525,0.0019816157195079636,0.9631713462558563,0.954368151973509
36,35,0.001731495549598903,0.001957674979331133,0.963415855465887,0.9556020851150024
37,36,0.001718450336899075,0.001993250330712242,0.9641346994845299,0.9532219276927196
38,37,0.0017053092588763385,0.001954509332055032,0.9646256488931361,0.9562050238393798
39,38,0.0017080742642609631,0.0019929527376679047,0.9641656357937956,0.9540133767951166
40,39,0.0017010750094561585,0.0019880676725402124,0.9646687861142942,0.9563003336040741
41,40,0.001707434884184226,0.0019844202184905297,0.9645057580408084,0.9554440181482526
42,41,0.0017002634252391293,0.001955925571205171,0.9645676154746334,0.955352250166046
43,42,0.0016970135919824134,0.002010832054573432,0.9649096003790103,0.9535188006967363
44,43,0.0016818067257798044,0.001970093521972578,0.9653683430245508,0.955366775453776
45,44,0.0016847679309587751,0.001967320574312292,0.965394989654153,0.9556016075712963
46,45,0.0016677804712546028,0.0019776985283102514,0.9661241921735997,0.954086719549326
47,46,0.0016600731621926627,0.0019595075510509524,0.9660633698306197,0.9562080084875435
48,47,0.0016457408199070528,0.0019464921827492517,0.9669761681088764,0.956192806679563
49,48,0.0016439194587934817,0.0019504059237766527,0.9669825507472901,0.9557244954850233
50,49,0.0016712192134329036,0.001973279501292375,0.9656932097028252,0.9550797318910452
51,50,0.0016578521215439882,0.0019785701781929537,0.9664562614644536,0.9553138476930062
52,51,0.0016513901848237218,0.001974510166898798,0.9668407255860284,0.9563428747892342
53,52,0.001637938368695602,0.001959299124187107,0.9672128394794279,0.9559394697434277
54,53,0.001644543214442543,0.001981855798367241,0.9669007355471961,0.9556822328670251
55,54,0.0016297734861185843,0.0019461457028383403,0.9673896097125433,0.9561697254004303
56,55,0.0016298008992256235,0.0019584250609584347,0.9674618939783527,0.956063034177405
57,56,0.001645728249120208,0.002046377336072941,0.9669354629715864,0.9547019550241378
58,57,0.0016369375098429927,0.0019707620937245893,0.9671340561591194,0.9550016932903915
59,58,0.0016290996503053848,0.0019646557055238703,0.9676258381958138,0.955825217411721
60,59,0.001646506622629709,0.001951639778298368,0.9666190035592952,0.9561193445394269
